agent,mean_roi,mean_sharpe,mean_maxdd
AlwaysBuyYes,51.16521006450832,1.268234462915065,-25.885725439036705
AlwaysBuyNo,-8.796522474716777,0.6426941705942951,-19.708106371988702
MarketOdds,57.21369491299316,5.171319312574559,-19.897725439096583
Random,86.64858662073011,-7.868392191664826,-36.17034919371814
